idsismo,idcountry,mag,place,time,tsunami,lng,lat,depth,danger
33401,3,4.5,"near the east coast of Honshu, Japan",2013-09-26 20:07:26,0,141.0755,36.7887,31.8,2
33402,3,4.7,"279 km SSE of Tateyama, Japan",2013-09-27 05:51:35,0,140.8631,32.6014,56.36,2
33403,3,4.7,"16 km ENE of Lazo, Russia",2013-09-27 18:36:41,0,134.088,43.4596,435.37,1
33404,3,4.1,"273 km E of Namie, Japan",2013-09-28 10:36:58,0,144.0458,37.0813,29.54,2
33405,3,4.7,"Bonin Islands, Japan region",2013-09-28 14:18:54,0,141.4233,27.038,60.47,2
33406,3,4.7,"157 km W of Iwanai, Japan",2013-09-30 00:11:54,0,138.5755,43.0548,218.55,3
33407,3,4.8,"19 km ESE of Takahagi, Japan",2013-09-30 13:37:39,0,140.9289,36.6819,45.98,2
33408,3,4.4,"66 km ESE of Ishinomaki, Japan",2013-10-01 16:04:05,0,142.0235,38.2423,52.81,2
33409,3,4.5,"11 km SSW of Shiozawa, Japan",2013-10-01 16:08:24,0,138.7799,36.9516,104.3,3
33410,3,4.0,"61 km SE of Iwaki, Japan",2013-10-03 00:08:37,0,141.4526,36.737,40.97,2
33411,3,4.4,"Izu Islands, Japan region",2013-10-03 04:23:00,0,138.9042,29.3936,443.79,1
33412,3,4.5,"99 km E of Ishinomaki, Japan",2013-10-03 20:35:05,0,142.428,38.2876,42.93,2
33413,3,4.7,"Bonin Islands, Japan region",2013-10-04 12:30:47,0,139.8199,27.6181,464.95,1
33414,3,4.6,"132 km E of Yamada, Japan",2013-10-05 19:06:21,0,143.4789,39.5893,34.18,2
33415,3,4.2,"124 km E of Miyako, Japan",2013-10-06 04:34:23,0,143.3914,39.6703,37.27,2
33416,3,4.5,"Izu Islands, Japan region",2013-10-07 11:59:26,0,140.2869,30.8336,62.31,2
33417,3,4.4,"194 km ESE of Hasaki, Japan",2013-10-07 12:38:36,0,142.8874,35.223,29.69,2
33418,3,4.2,"29 km SE of Haibara-akanedai, Japan",2013-10-07 14:21:00,0,136.1803,34.3449,388.1,1
33419,3,4.8,"Izu Islands, Japan region",2013-10-09 21:43:44,0,141.7967,32.288,25.03,0
33420,3,4.7,"46 km NNE of Miyako, Japan",2013-10-09 22:46:39,0,142.1521,40.0353,69.77,2
33421,3,4.6,"26 km E of Iwaki, Japan",2013-10-11 08:22:02,0,141.18,37.0553,62.93,2
33422,3,4.7,"14 km E of Funaishikawa, Japan",2013-10-11 17:43:12,0,140.73,36.4599,53.1,2
33423,3,4.2,"192 km NW of Nanao, Japan",2013-10-11 23:41:20,0,135.4182,38.272,363.88,1
33424,3,4.1,"Bonin Islands, Japan region",2013-10-12 02:34:29,0,142.9966,28.7266,8.24,0
33425,3,4.6,"103 km ESE of Iwaki, Japan",2013-10-12 07:54:14,0,141.9049,36.6109,33.49,2
33426,3,4.4,"38 km ENE of Ishinomaki, Japan",2013-10-14 21:02:53,0,141.7213,38.5226,72.97,2
33427,3,4.7,"104 km ESE of Iwaki, Japan",2013-10-15 05:58:40,0,141.9589,36.6732,33.68,2
33428,3,4.3,"123 km ESE of Namie, Japan",2013-10-16 02:19:43,0,142.3285,37.1527,35.0,2
33429,3,4.2,"Izu Islands, Japan region",2013-10-16 12:56:06,0,139.9777,31.4115,32.7,2
33430,3,4.4,"70 km SW of Tenn?, Japan",2013-10-16 16:14:50,0,139.2963,39.5355,61.16,2
33431,3,4.5,"211 km ESE of Iwaki, Japan",2013-10-16 23:40:28,0,143.1916,36.6076,30.58,2
33432,3,4.7,"Bonin Islands, Japan region",2013-10-17 06:22:57,0,143.3612,27.2291,10.0,0
33433,3,4.7,"186 km E of Hachinohe, Japan",2013-10-17 16:54:22,0,143.6767,40.743,31.8,2
33434,3,4.8,"132 km E of Miyako, Japan",2013-10-18 05:17:57,0,143.4567,39.8811,33.89,2
33435,3,4.4,"47 km E of Namie, Japan",2013-10-18 09:40:48,0,141.5383,37.468,57.04,2
33436,3,4.3,"164 km SSE of Tateyama, Japan",2013-10-19 04:18:31,0,140.6106,33.6335,47.25,2
33437,3,4.1,"129 km E of Miyako, Japan",2013-10-19 10:04:55,0,143.4489,39.6881,37.05,2
33438,3,4.9,"47 km ESE of Ishinomaki, Japan",2013-10-19 15:14:25,0,141.7661,38.2029,62.09,2
33439,3,4.2,"128 km SE of Ishinomaki, Japan",2013-10-19 19:56:42,0,142.5216,37.7755,37.93,2
33440,3,4.7,"164 km E of Miyako, Japan",2013-10-19 22:51:31,0,143.8305,39.9312,36.09,2
33441,3,4.6,"6 km ENE of Funaishikawa, Japan",2013-10-20 01:07:31,0,140.6357,36.4787,66.9,2
33442,3,4.2,"Izu Islands, Japan region",2013-10-20 23:12:43,0,138.3649,31.6036,368.11,1
33443,3,4.5,"50 km E of Shizunai-furukawach?, Japan",2013-10-21 03:33:34,0,142.9818,42.2869,57.22,2
33444,3,4.1,"94 km E of Mutsu, Japan",2013-10-21 12:08:05,0,142.3448,41.3704,65.4,2
33445,3,4.6,"150 km ESE of Namie, Japan",2013-10-21 19:18:17,0,142.5903,37.0021,20.89,0
33446,3,4.6,"223 km SE of ?funato, Japan",2013-10-21 22:55:01,0,143.7856,37.888,31.12,2
33447,3,5.3,"83 km ENE of Namie, Japan",2013-10-22 01:18:45,0,141.8937,37.7299,25.7,2
33448,3,4.7,"10 km NNW of Mutsu, Japan",2013-10-24 04:04:18,0,141.1783,41.3764,121.42,3
33449,3,4.1,"57 km ESE of Shizunai-furukawach?, Japan",2013-10-25 02:11:01,0,143.0008,42.1167,63.78,2
33450,3,4.2,"159 km S of ?yama, Japan",2013-10-25 10:08:54,0,138.1922,33.1683,309.98,1
33451,3,7.1,"off the east coast of Honshu, Japan",2013-10-25 17:10:19,1,144.6611,37.1557,35.0,2
33452,3,5.1,"off the east coast of Honshu, Japan",2013-10-25 17:22:53,0,144.6049,37.2544,35.67,2
33453,3,5.4,"off the east coast of Honshu, Japan",2013-10-25 17:27:59,0,144.9698,37.1657,37.01,2
33454,3,4.7,"off the east coast of Honshu, Japan",2013-10-25 17:36:46,0,144.5586,37.1347,37.53,2
33455,3,4.8,"off the east coast of Honshu, Japan",2013-10-25 17:47:56,0,145.0272,36.9768,17.49,0
33456,3,4.8,"off the east coast of Honshu, Japan",2013-10-25 17:52:30,0,144.8081,37.3048,31.26,2
33457,3,5.1,"off the east coast of Honshu, Japan",2013-10-25 17:57:39,0,144.7009,37.2349,33.88,2
33458,3,4.6,"off the east coast of Honshu, Japan",2013-10-25 18:03:09,0,144.3939,37.0113,36.13,2
33459,3,4.6,"off the east coast of Honshu, Japan",2013-10-25 18:07:58,0,144.4977,37.2634,35.11,2
33460,3,4.4,"off the east coast of Honshu, Japan",2013-10-25 18:35:34,0,144.6643,37.1595,36.08,2
33461,3,4.6,"228 km ESE of Hasaki, Japan",2013-10-25 19:02:08,0,143.2924,35.2788,25.83,2
33462,3,4.8,"off the east coast of Honshu, Japan",2013-10-25 19:02:58,0,144.7013,37.0058,18.82,0
33463,3,4.6,"off the east coast of Honshu, Japan",2013-10-25 19:07:24,0,145.0873,37.2102,11.63,0
33464,3,4.9,"off the east coast of Honshu, Japan",2013-10-25 20:21:08,0,144.8699,37.2223,35.61,2
33465,3,4.1,"67 km ESE of Ishinomaki, Japan",2013-10-25 20:24:08,0,142.04,38.259,57.27,2
33466,3,5.5,"off the east coast of Honshu, Japan",2013-10-25 21:27:34,0,144.6715,37.1057,10.0,0
33467,3,4.8,"off the east coast of Honshu, Japan",2013-10-26 01:06:49,0,144.6254,37.067,29.07,2
33468,3,4.1,"off the east coast of Honshu, Japan",2013-10-26 01:54:28,0,144.4903,36.9061,37.24,2
33469,3,4.6,"off the east coast of Honshu, Japan",2013-10-26 02:08:06,0,144.5654,37.0721,34.3,2
33470,3,4.6,"off the east coast of Honshu, Japan",2013-10-26 05:18:45,0,144.7704,37.2276,41.35,2
33471,3,4.4,"off the east coast of Honshu, Japan",2013-10-26 06:09:04,0,144.6207,37.1769,36.69,2
33472,3,4.5,"off the east coast of Honshu, Japan",2013-10-26 07:30:43,0,144.4735,37.1553,44.01,2
33473,3,4.4,"54 km SE of Ishinomaki, Japan",2013-10-26 14:36:15,0,141.7804,38.1099,61.86,2
33474,3,4.1,"off the east coast of Honshu, Japan",2013-10-27 04:19:57,0,144.9246,37.1576,7.31,0
33475,3,4.5,"off the east coast of Honshu, Japan",2013-10-27 05:33:55,0,145.1429,36.9892,10.0,0
33476,3,4.5,"Izu Islands, Japan region",2013-10-27 08:27:01,0,141.8244,31.1332,34.94,2
33477,3,5.5,"off the east coast of Honshu, Japan",2013-10-27 18:13:06,0,144.5734,37.0876,20.16,0
33478,3,4.5,"off the east coast of Honshu, Japan",2013-10-27 20:47:26,0,144.5452,36.9655,34.97,2
33479,3,5.0,"off the east coast of Honshu, Japan",2013-10-27 23:01:45,0,144.7063,37.1804,10.08,0
33480,3,4.4,"5 km S of Kushiro, Japan",2013-10-28 15:37:35,0,144.3856,42.9285,118.4,3
33481,3,4.7,"off the east coast of Honshu, Japan",2013-10-28 16:41:10,0,144.5705,36.981,34.46,2
33482,3,4.2,"off the east coast of Honshu, Japan",2013-10-29 03:33:06,0,144.6478,37.3205,39.01,2
33483,3,4.3,"off the east coast of Honshu, Japan",2013-10-29 09:09:51,0,144.6831,36.9931,36.25,2
33484,3,4.3,"293 km E of Namie, Japan",2013-10-29 10:35:25,0,144.2644,37.0509,36.09,2
33485,3,4.7,"291 km ESE of Namie, Japan",2013-10-29 15:12:01,0,144.1441,36.7396,26.31,2
33486,3,4.8,"33 km ENE of Iwaki, Japan",2013-10-30 03:22:01,0,141.2547,37.1118,28.98,2
33487,3,4.7,"Izu Islands, Japan region",2013-10-30 09:22:29,0,141.6182,31.9412,10.99,0
33488,3,4.4,"176 km E of Miyako, Japan",2013-10-30 13:12:44,0,143.9817,39.8285,34.05,2
33489,3,4.3,"68 km E of Shizunai-furukawach?, Japan",2013-10-30 17:44:08,0,143.1903,42.2687,61.57,2
33490,3,4.7,"44 km ESE of ?arai, Japan",2013-10-30 22:00:44,0,141.0674,36.2087,45.41,2
33491,3,4.4,"94 km SE of ?funato, Japan",2013-10-31 12:37:01,0,142.45,38.4384,55.73,2
33492,3,5.3,"121 km E of Ishinomaki, Japan",2013-10-31 15:01:05,0,142.6742,38.2487,22.02,0
33493,3,4.3,"off the east coast of Honshu, Japan",2013-10-31 15:56:25,0,144.8109,37.0627,34.97,2
33494,3,4.2,"off the east coast of Honshu, Japan",2013-11-01 04:17:18,0,145.1996,36.5304,35.02,2
33495,3,4.5,"154 km E of Namie, Japan",2013-11-03 00:38:04,0,142.7423,37.5344,34.99,2
33496,3,5.1,"1 km WNW of Ushiku, Japan",2013-11-03 05:25:15,0,140.1213,35.9713,76.63,2
33497,3,5.2,"123 km E of Ishinomaki, Japan",2013-11-03 08:52:56,0,142.6953,38.2654,35.0,2
33498,3,4.2,"79 km ESE of Kamaishi, Japan",2013-11-03 11:04:02,0,142.7477,39.0605,45.64,2
33499,3,4.8,"35 km ESE of Kitaibaraki, Japan",2013-11-04 13:47:20,0,141.1338,36.7153,24.98,0
33500,3,4.7,"56 km ESE of Kitaibaraki, Japan",2013-11-04 14:21:51,0,141.3508,36.6394,5.66,0
33501,3,4.8,"Izu Islands, Japan region",2013-11-05 01:50:17,0,141.9702,29.9991,45.76,2
33502,3,4.1,"Izu Islands, Japan region",2013-11-05 02:35:48,0,140.3204,31.1879,145.63,3
33503,3,4.2,"8 km SSE of Ueno-ebisumachi, Japan",2013-11-05 03:40:53,0,136.1583,34.6851,348.73,1
33504,3,4.9,"Izu Islands, Japan region",2013-11-05 04:18:26,0,140.4052,30.2729,115.99,3
33505,3,4.1,"185 km SSE of Katsuura, Japan",2013-11-05 05:35:50,0,140.9693,33.5644,54.69,2
33506,3,4.7,"off the east coast of Honshu, Japan",2013-11-05 09:45:14,0,144.7169,37.154,35.04,2
33507,3,4.7,"150 km ENE of Hachinohe, Japan",2013-11-05 12:48:41,0,143.1421,41.0179,39.72,2
33508,3,4.3,"30 km NNE of Shizunai-furukawach?, Japan",2013-11-06 22:47:54,0,142.5746,42.566,94.9,3
33509,3,4.6,"Bonin Islands, Japan region",2013-11-07 08:01:14,0,143.0096,28.7935,35.03,2
33510,3,4.5,"Bonin Islands, Japan region",2013-11-07 13:48:42,0,143.2895,27.4581,28.8,2
33511,3,4.5,"36 km SSE of Obihiro, Japan",2013-11-07 17:16:10,0,143.4137,42.6268,106.17,3
33512,3,4.5,"84 km E of ?arai, Japan",2013-11-08 09:15:22,0,141.5242,36.2605,48.01,2
33513,3,4.3,"off the east coast of Honshu, Japan",2013-11-08 18:54:50,0,144.602,36.8814,36.37,2
33514,3,4.5,"136 km E of Miyako, Japan",2013-11-09 05:03:22,0,143.5095,39.8773,33.52,2
33515,3,4.4,"off the east coast of Honshu, Japan",2013-11-09 16:53:39,0,144.8284,37.4285,31.57,2
33516,3,5.6,"3 km WSW of Moriya, Japan",2013-11-09 22:37:50,0,139.9684,35.9187,64.31,2
33517,3,4.8,"off the east coast of Honshu, Japan",2013-11-10 05:24:35,0,145.0161,37.2324,10.18,0
33518,3,4.2,"289 km ESE of Kamaishi, Japan",2013-11-10 21:24:18,0,144.9129,38.2267,18.65,0
33519,3,4.8,"299 km ESE of Ishinomaki, Japan",2013-11-11 16:12:40,0,144.4898,37.4599,41.11,2
33520,3,4.6,"60 km SSE of Hasaki, Japan",2013-11-11 16:38:31,0,141.1983,35.2751,32.13,2
33521,3,4.3,"19 km ENE of Daigo, Japan",2013-11-11 18:28:12,0,140.54,36.8511,35.15,2
33522,3,4.9,"54 km SE of ?funato, Japan",2013-11-11 20:54:27,0,142.1492,38.7196,48.42,2
33523,3,4.4,"7 km SSE of Ami, Japan",2013-11-12 05:05:47,0,140.234,35.9735,62.85,2
33524,3,4.7,"107 km W of Kamiiso, Japan",2013-11-12 11:36:04,0,139.3638,41.6846,195.78,3
33525,3,4.6,"230 km SE of ?funato, Japan",2013-11-12 16:23:36,0,143.85,37.8481,4.4,0
33526,3,4.2,"7 km NNW of Y?kaichiba, Japan",2013-11-13 10:11:02,0,140.5314,35.7636,32.76,2
33527,3,4.3,"off the east coast of Honshu, Japan",2013-11-13 20:16:10,0,144.8049,36.9733,36.84,2
33528,3,4.4,"85 km E of Ishinomaki, Japan",2013-11-13 22:09:03,0,142.2804,38.3516,57.28,2
33529,3,4.3,"118 km E of Iwaki, Japan",2013-11-14 09:09:28,0,142.2132,36.9951,19.06,0
33530,3,4.5,"276 km ESE of Kamaishi, Japan",2013-11-14 11:47:31,0,144.7434,38.2073,24.1,0
33531,3,4.8,"107 km ENE of Miyako, Japan",2013-11-14 12:39:07,0,143.1645,39.8523,30.99,2
33532,3,5.5,"81 km E of Mutsu, Japan",2013-11-15 02:00:33,0,142.177,41.4306,46.0,2
33533,3,4.4,"Bonin Islands, Japan region",2013-11-15 10:34:07,0,140.5512,27.6039,10.0,0
33534,3,4.5,"Bonin Islands, Japan region",2013-11-15 18:51:19,0,143.4089,27.0305,28.81,2
33535,3,4.8,"204 km ESE of Kamaishi, Japan",2013-11-16 05:42:19,0,144.0639,38.5996,29.72,2
33536,3,5.0,"18 km ESE of ?tsuchi, Japan",2013-11-16 05:54:36,0,142.0954,39.3067,51.18,2
33537,3,4.8,"161 km ESE of Namie, Japan",2013-11-16 06:05:22,0,142.7688,37.1476,14.73,0
33538,3,4.8,"69 km ENE of Namie, Japan",2013-11-16 08:14:53,0,141.6836,37.7876,46.3,2
33539,3,5.5,"3 km E of Chiba, Japan",2013-11-16 11:44:41,0,140.1529,35.6039,59.4,2
33540,3,4.4,"4 km NNW of T?gane, Japan",2013-11-16 11:56:42,0,140.3535,35.5869,60.45,2
33541,3,4.4,"9 km W of ?ami, Japan",2013-11-16 15:45:57,0,140.2133,35.5234,65.04,2
33542,3,4.7,"3 km W of T?gane, Japan",2013-11-16 17:00:02,0,140.3297,35.5459,62.52,2
33543,3,4.6,"Bonin Islands, Japan region",2013-11-18 02:20:36,0,143.7119,27.0197,10.0,0
33544,3,5.6,"25 km SE of Toba, Japan",2013-11-18 19:10:45,0,137.0475,34.3343,328.0,1
33545,3,4.4,"8 km ESE of Hitachi, Japan",2013-11-19 05:10:23,0,140.7466,36.5791,64.89,2
33546,3,4.3,"16 km SE of Toba, Japan",2013-11-19 18:32:51,0,136.9609,34.3739,335.66,1
33547,3,4.2,"Izu Islands, Japan region",2013-11-19 21:09:40,0,141.1747,29.398,58.0,2
33548,3,4.2,"9 km NNE of Himeji, Japan",2013-11-20 01:57:56,0,134.7298,34.8987,36.68,2
33549,3,4.4,"181 km WNW of Shimokizukuri, Japan",2013-11-20 13:54:22,0,138.4081,41.4881,239.17,3
33550,3,4.5,"4 km ESE of Yokote, Japan",2013-11-20 21:23:18,0,140.6032,39.3029,128.87,3
33551,3,4.9,"90 km E of Namie, Japan",2013-11-21 03:37:57,0,142.0183,37.519,37.34,2
33552,3,4.5,"26 km ESE of Miyako, Japan",2013-11-21 08:59:24,0,142.2342,39.5782,61.71,2
33553,3,4.8,"271 km SSE of Tateyama, Japan",2013-11-21 12:37:34,0,141.0622,32.7443,41.86,2
33554,3,4.4,"192 km SSE of Shimoda, Japan",2013-11-21 18:31:33,0,139.4232,32.9917,14.14,0
33555,3,4.8,"25 km ENE of Namie, Japan",2013-11-21 19:57:52,0,141.2731,37.5478,52.72,2
33556,3,4.1,"181 km SSE of Shimoda, Japan",2013-11-21 20:08:29,0,139.5543,33.1195,24.5,0
33557,3,4.7,"off the east coast of Honshu, Japan",2013-11-22 06:13:13,0,144.8611,37.1259,34.92,2
33558,3,4.5,"203 km E of Hasaki, Japan",2013-11-22 06:18:29,0,143.0826,35.8605,25.58,2
33559,3,5.3,"232 km WNW of Shimokizukuri, Japan",2013-11-22 21:05:13,0,137.8339,41.6623,19.05,0
33560,3,4.3,"69 km ENE of Hasaki, Japan",2013-11-22 23:27:34,0,141.5337,35.9944,37.83,2
33561,3,4.1,"Izu Islands, Japan region",2013-11-23 06:59:45,0,138.9557,29.3338,443.22,1
33562,3,4.6,"24 km ESE of Shizunai-furukawach?, Japan",2013-11-23 16:26:41,0,142.6538,42.264,52.5,2
33563,3,4.7,"59 km SW of Kushiro, Japan",2013-11-23 18:42:10,0,143.8725,42.5841,77.26,2
33564,3,4.2,"off the east coast of Honshu, Japan",2013-11-24 07:04:21,0,144.7578,37.806,10.0,0
33565,3,4.5,"Izu Islands, Japan region",2013-11-24 10:17:40,0,141.7904,32.3457,18.88,0
33566,3,4.3,"Izu Islands, Japan region",2013-11-24 10:21:57,0,141.2831,29.5936,10.54,0
33567,3,4.4,"150 km ENE of Hachinohe, Japan",2013-11-24 23:57:03,0,143.2095,40.8801,37.1,2
33568,3,4.4,"Izu Islands, Japan region",2013-11-25 11:05:54,0,141.6295,31.4957,13.31,0
33569,3,5.0,"56 km E of Ishinomaki, Japan",2013-11-25 15:43:02,0,141.94,38.4819,52.86,2
33570,3,4.8,"Izu Islands, Japan region",2013-11-26 14:19:07,0,141.1064,29.0379,73.09,2
33571,3,4.4,"Bonin Islands, Japan region",2013-11-26 15:37:32,0,139.5351,28.4093,446.79,1
33572,3,4.4,"44 km ESE of ?funato, Japan",2013-11-27 00:06:59,0,142.1621,38.8714,54.84,2
33573,3,5.0,"59 km SE of Muroran, Japan",2013-11-27 17:45:50,0,141.5895,42.0166,94.79,3
33574,3,5.0,"11 km SE of Urayasu, Japan",2013-11-28 16:15:06,0,139.9774,35.5978,72.22,2
33575,3,4.1,"43 km SE of Shizunai-furukawach?, Japan",2013-11-29 03:41:29,0,142.7991,42.1097,60.44,2
33576,3,4.3,"49 km ESE of Ishinomaki, Japan",2013-11-30 05:40:08,0,141.8409,38.2945,65.79,2
33577,3,4.8,"91 km E of Ishinomaki, Japan",2013-12-02 14:33:51,0,142.3304,38.2751,59.27,2
33578,3,4.5,"101 km E of Namie, Japan",2013-12-02 19:21:36,0,142.1436,37.5964,35.1,2
33579,3,4.7,"4 km S of Okunoya, Japan",2013-12-02 21:26:39,0,140.4251,36.2425,71.69,2
33580,3,4.3,"246 km ESE of Ishinomaki, Japan",2013-12-02 22:18:42,0,143.8086,37.4167,10.0,0
33581,3,4.6,"5 km E of Hasaki, Japan",2013-12-03 06:58:16,0,140.8952,35.7314,15.62,0
33582,3,5.1,"92 km ESE of Kitaibaraki, Japan",2013-12-03 09:16:43,0,141.7115,36.492,18.32,0
33583,3,4.7,"53 km ENE of Ishinomaki, Japan",2013-12-03 19:55:52,0,141.8734,38.5828,63.55,2
33584,3,4.3,"Izu Islands, Japan region",2013-12-04 02:06:52,0,141.1228,31.4271,33.75,2
33585,3,4.7,"43 km SE of Namie, Japan",2013-12-04 18:43:28,0,141.381,37.2392,46.71,2
33586,3,4.5,"near the east coast of Honshu, Japan",2013-12-04 21:10:11,0,141.7741,35.8963,16.36,0
33587,3,4.3,"203 km ESE of ?funato, Japan",2013-12-05 09:43:44,0,143.8058,38.2397,35.85,2
33588,3,4.4,"248 km SSE of Shimoda, Japan",2013-12-05 19:38:54,0,140.0044,32.6216,122.42,3
33589,3,4.1,"71 km E of Iwaki, Japan",2013-12-05 22:58:35,0,141.6873,37.0882,52.34,2
33590,3,4.0,"70 km SSE of Toba, Japan",2013-12-06 05:50:34,0,137.002,33.8624,357.19,1
33591,3,4.3,"Izu Islands, Japan region",2013-12-07 10:16:33,0,142.158,31.0174,24.66,0
33592,3,4.4,"37 km ENE of Yamada, Japan",2013-12-07 13:14:57,0,142.3642,39.5578,68.49,2
33593,3,4.3,"Izu Islands, Japan region",2013-12-07 16:34:12,0,138.8942,29.8049,410.99,1
33594,3,4.1,"42 km E of ?arai, Japan",2013-12-08 02:12:20,0,141.0556,36.3685,50.62,2
33595,3,4.4,"81 km E of Namie, Japan",2013-12-08 17:47:53,0,141.9068,37.606,48.3,2
33596,3,4.3,"Bonin Islands, Japan region",2013-12-08 19:11:53,0,141.6257,27.2085,25.82,2
33597,3,4.3,"1 km NNW of Ry?gasaki, Japan",2013-12-09 04:20:21,0,140.177,35.9128,74.48,2
33598,3,4.0,"Bonin Islands, Japan region",2013-12-09 07:13:59,0,139.5159,27.8261,495.09,1
33599,3,4.1,"Izu Islands, Japan region",2013-12-09 16:29:53,0,138.9427,29.8576,410.55,1
33600,3,4.3,"248 km S of Shimoda, Japan",2013-12-09 17:07:52,0,139.0734,32.4371,261.78,3
33601,3,5.1,"112 km ESE of Kitaibaraki, Japan",2013-12-09 20:36:49,0,141.9222,36.4198,26.41,2
33602,3,4.0,"Izu Islands, Japan region",2013-12-11 02:41:35,0,139.1781,30.0896,383.99,1
33603,3,4.5,"33 km ESE of Iwaki, Japan",2013-12-11 03:00:17,0,141.2542,36.9821,47.56,2
33604,3,4.4,"58 km NE of Misawa, Japan",2013-12-13 04:24:55,0,141.9252,41.0239,67.33,2
33605,3,5.5,"6 km S of Asahi, Japan",2013-12-14 04:06:15,0,140.6546,35.6544,42.0,2
33606,3,4.5,"2 km ENE of Tenri, Japan",2013-12-14 15:13:53,0,135.857,34.594,21.81,0
33607,3,4.3,"31 km SE of ?funato, Japan",2013-12-15 09:21:36,0,142.0082,38.9069,64.16,2
33608,3,4.5,"118 km SSE of Shizunai-furukawach?, Japan",2013-12-15 11:43:29,0,143.1257,41.429,44.57,2
33609,3,4.7,"113 km ESE of Takahagi, Japan",2013-12-15 15:35:15,0,141.9068,36.3558,38.1,2
33610,3,4.9,"7 km W of Naka, Japan",2013-12-15 15:54:12,0,140.0804,36.06,82.92,3
33611,3,4.8,"47 km ENE of Kushiro, Japan",2013-12-15 17:17:42,0,144.9064,43.1607,78.79,3
33612,3,4.3,"9 km NW of Hitachi, Japan",2013-12-15 19:34:09,0,140.5899,36.6697,45.77,2
33613,3,4.5,"215 km E of Yamada, Japan",2013-12-15 20:55:48,0,144.4435,39.3472,32.02,2
33614,3,4.3,"111 km SSE of Tateyama, Japan",2013-12-15 21:20:41,0,140.255,34.0312,83.21,3
33615,3,4.7,"74 km SE of ?funato, Japan",2013-12-18 10:14:08,0,142.3482,38.6181,35.59,2
33616,3,5.2,"Izu Islands, Japan region",2013-12-18 12:54:38,0,138.6377,30.1622,431.46,1
33617,3,4.7,"137 km E of Yamada, Japan",2013-12-19 04:25:56,0,143.5373,39.3809,20.53,0
33618,3,4.5,"Izu Islands, Japan region",2013-12-20 06:00:31,0,141.2244,32.1248,50.77,2
33619,3,4.5,"187 km SE of Kamenka, Russia",2013-12-20 13:29:41,0,137.8475,43.4108,263.72,1
33620,3,5.3,"3 km SSW of Toride, Japan",2013-12-20 16:10:46,0,140.0637,35.8725,72.65,2
33621,3,5.5,"12 km S of Asahi, Japan",2013-12-21 01:34:13,0,140.6497,35.6065,35.36,2
33622,3,4.4,"5 km NW of Shiraoi, Japan",2013-12-21 07:19:08,0,141.3002,42.5771,37.99,2
33623,3,4.4,"135 km ESE of Ishinomaki, Japan",2013-12-21 13:54:14,0,142.6267,37.7876,43.36,2
33624,3,4.3,"213 km ESE of ?funato, Japan",2013-12-21 14:32:15,0,143.876,38.1582,25.86,2
33625,3,4.7,"233 km ESE of Ishinomaki, Japan",2013-12-21 16:51:36,0,143.8124,37.7115,34.92,2
33626,3,5.6,"118 km E of Hasaki, Japan",2013-12-23 06:57:29,0,142.1406,35.688,8.0,0
33627,3,5.3,"148 km ENE of Hasaki, Japan",2013-12-23 09:11:31,0,142.4131,36.0942,7.48,0
33628,3,5.1,"135 km ESE of Hasaki, Japan",2013-12-23 09:25:12,0,142.302,35.5027,17.4,0
33629,3,4.8,"Bonin Islands, Japan region",2013-12-23 16:48:41,0,141.6607,28.3228,57.58,2
33630,3,4.4,"Bonin Islands, Japan region",2013-12-24 14:26:14,0,139.5494,27.8073,501.44,1
33631,3,4.6,"Bonin Islands, Japan region",2013-12-24 14:29:03,0,140.5466,27.588,160.03,3
33632,3,4.7,"112 km WSW of Iwanai, Japan",2013-12-24 17:12:45,0,139.2667,42.5491,34.32,2
33633,3,4.6,"48 km ESE of Iwaki, Japan",2013-12-24 22:41:57,0,141.3577,36.8354,47.67,2
33634,3,4.6,"94 km ESE of Hasaki, Japan",2013-12-25 02:56:26,0,141.7669,35.3613,40.81,2
33635,3,4.6,"72 km NE of Misawa, Japan",2013-12-25 18:43:24,0,142.0558,41.0934,77.74,2
33636,3,4.2,"58 km SW of Nemuro, Japan",2013-12-25 21:47:41,0,145.1616,42.8921,74.95,2
33637,3,4.2,"3 km NE of Mitsukaid?, Japan",2013-12-27 01:32:35,0,140.0086,36.0438,79.57,3
33638,3,4.6,"Bonin Islands, Japan region",2013-12-27 06:42:29,0,141.7191,27.69,63.21,2
33639,3,5.0,"67 km ESE of Hachinohe, Japan",2013-12-27 10:31:20,0,142.2498,40.3041,62.25,2
33640,3,4.3,"78 km ESE of Namie, Japan",2013-12-28 12:27:05,0,141.8546,37.2852,41.2,2
33641,3,4.6,"110 km S of Shimoda, Japan",2013-12-29 01:17:56,0,138.971,33.6802,53.36,2
33642,3,4.5,"45 km ESE of Ishinomaki, Japan",2013-12-29 01:22:16,0,141.7347,38.1923,60.64,2
33643,3,4.2,"112 km E of Namie, Japan",2013-12-29 05:30:14,0,142.2657,37.4206,35.0,2
33644,3,4.1,"5 km S of Sumoto, Japan",2013-12-30 06:15:06,0,134.8971,34.2902,411.14,1
33645,3,4.7,"74 km NE of Hasaki, Japan",2013-12-30 09:44:16,0,141.4436,36.1916,35.27,2
33646,3,5.1,"4 km S of Takahagi, Japan",2013-12-31 01:02:59,0,140.7171,36.6768,9.99,0
33647,3,4.3,"Izu Islands, Japan region",2013-12-31 07:52:32,0,142.2832,31.2119,10.0,0
